index,Player ID,Inducted into HOF,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,Weight,Height,Batting Hand,Throwing Hand,MLB Debut,Final MLB Game,Award Name,All Star Games Played
44162,zobribe01,N,1651.0,5880.0,884.0,1566.0,349.0,44.0,167.0,768.0,116.0,49.0,832.0,994.0,35.0,31.0,26.0,67.0,124.0,210.0,75.0,B,R,2006-08-01,2019-09-29,World Series MVP,2.0
17832,ziskri01,N,1453.0,5144.0,681.0,1477.0,245.0,26.0,207.0,792.0,8.0,15.0,533.0,910.0,52.0,12.0,7.0,41.0,138.0,200.0,73.0,R,R,1971-09-08,1983-09-21,TSN All-Star,2.0
44147,zimmery01,N,1799.0,6654.0,963.0,1846.0,417.0,22.0,284.0,1061.0,43.0,16.0,646.0,1384.0,43.0,31.0,1.0,69.0,212.0,215.0,75.0,R,R,2005-09-01,2021-10-03,Comeback Player of the Year,2.0
44136,zimmehe01,N,1456.0,5304.0,695.0,1566.0,275.0,105.0,58.0,796.0,175.0,33.0,242.0,432.0,0.0,38.0,156.0,0.0,0.0,176.0,71.0,R,R,1907-09-08,1919-09-10,Baseball Magazine All-Star,0
44130,zimmedo01,N,1095.0,3283.0,353.0,773.0,130.0,22.0,91.0,352.0,45.0,25.0,246.0,678.0,27.0,13.0,37.0,14.0,99.0,165.0,69.0,R,R,1954-07-02,1965-10-02,None,1.0
5787,zimmech01,N,1280.0,4546.0,617.0,1225.0,222.0,76.0,26.0,625.0,151.0,0.0,390.0,511.0,0.0,91.0,51.0,0.0,0.0,190.0,72.0,R,R,1884-07-18,1903-09-27,None,0
44116,zernigu01,N,1234.0,4131.0,572.0,1093.0,159.0,22.0,237.0,776.0,15.0,7.0,383.0,755.0,3.0,24.0,3.0,20.0,106.0,210.0,74.0,R,R,1949-04-19,1959-09-25,None,1.0
22369,zeileto01,N,2158.0,7573.0,986.0,2004.0,397.0,23.0,253.0,1110.0,53.0,51.0,945.0,1279.0,47.0,42.0,8.0,81.0,223.0,190.0,73.0,R,R,1989-08-18,2004-10-03,None,0
44109,zeidero01,N,941.0,3210.0,393.0,769.0,89.0,22.0,5.0,253.0,223.0,0.0,334.0,179.0,0.0,22.0,122.0,0.0,0.0,162.0,70.0,R,R,1910-04-14,1918-08-29,None,0
44100,zaungr01,N,1232.0,3489.0,437.0,878.0,194.0,9.0,88.0,446.0,23.0,19.0,479.0,544.0,30.0,29.0,14.0,31.0,87.0,170.0,70.0,B,R,1995-06-24,2010-05-20,None,0
44096,zarilal01,N,1120.0,3535.0,507.0,975.0,186.0,43.0,61.0,456.0,33.0,33.0,415.0,382.0,0.0,30.0,54.0,0.0,61.0,180.0,71.0,L,R,1943-06-30,1953-09-26,None,1.0
19993,yountro01,Y,2856.0,11008.0,1632.0,3142.0,583.0,126.0,251.0,1406.0,271.0,105.0,966.0,1350.0,95.0,48.0,104.0,123.0,217.0,165.0,72.0,R,R,1974-04-05,1993-10-03,TSN All-Star,3.0
1795,youngro01,N,1211.0,4627.0,812.0,1491.0,236.0,93.0,42.0,592.0,153.0,83.0,550.0,390.0,0.0,37.0,119.0,0.0,0.0,162.0,68.0,L,R,1917-09-25,1926-08-10,Baseball Magazine All-Star,0
44064,youngra01,N,1022.0,3643.0,480.0,898.0,108.0,30.0,4.0,254.0,92.0,59.0,495.0,235.0,0.0,15.0,183.0,0.0,0.0,165.0,65.0,B,R,1913-04-10,1922-09-29,None,0
44062,youngmi02,N,1970.0,7918.0,1137.0,2375.0,441.0,60.0,185.0,1030.0,90.0,30.0,575.0,1235.0,28.0,22.0,25.0,72.0,236.0,200.0,73.0,R,R,2000-09-29,2013-09-29,Gold Glove,6.0
44054,youngke01,N,1205.0,3897.0,536.0,1007.0,235.0,17.0,144.0,606.0,83.0,49.0,336.0,882.0,18.0,62.0,9.0,47.0,105.0,210.0,75.0,R,R,1992-07-12,2003-06-27,None,0
44053,youngjo02,N,1408.0,3659.0,453.0,969.0,180.0,23.0,80.0,422.0,60.0,55.0,332.0,589.0,30.0,36.0,18.0,33.0,80.0,180.0,72.0,R,R,1976-04-13,1989-09-27,None,1.0
22710,younger01,N,1730.0,6119.0,996.0,1731.0,327.0,46.0,79.0,543.0,465.0,168.0,660.0,462.0,14.0,89.0,84.0,44.0,135.0,180.0,69.0,R,R,1992-07-30,2006-09-19,TSN All-Star,1.0
44040,youngdm01,N,1364.0,4762.0,648.0,1389.0,301.0,29.0,171.0,683.0,25.0,22.0,407.0,871.0,66.0,45.0,3.0,35.0,150.0,295.0,74.0,B,R,1996-08-29,2008-07-11,Comeback Player of the Year,1.0
44037,youngde03,N,1118.0,4108.0,473.0,1162.0,218.0,11.0,109.0,566.0,36.0,21.0,179.0,784.0,18.0,40.0,1.0,43.0,136.0,240.0,75.0,R,R,2006-08-29,2015-06-29,ALCS MVP,0
44031,youngch04,N,1465.0,4710.0,668.0,1109.0,288.0,24.0,191.0,590.0,142.0,46.0,520.0,1192.0,16.0,37.0,17.0,32.0,60.0,200.0,74.0,R,R,2006-08-18,2018-07-03,None,1.0
44020,youklke01,N,1061.0,3749.0,653.0,1053.0,254.0,18.0,150.0,618.0,26.0,14.0,539.0,828.0,22.0,104.0,0.0,44.0,74.0,220.0,73.0,R,R,2004-05-15,2013-06-13,Hank Aaron Award,3.0
44015,yosted01,N,2109.0,7346.0,1215.0,1863.0,337.0,56.0,139.0,683.0,72.0,66.0,1614.0,920.0,15.0,99.0,98.0,18.0,133.0,170.0,70.0,R,R,1944-08-16,1962-07-28,None,0.0
44012,yorkto01,N,963.0,4005.0,743.0,1095.0,218.0,89.0,14.0,502.0,20.0,7.0,198.0,202.0,0.0,10.0,0.0,0.0,2.0,165.0,69.0,L,L,1871-05-09,1885-10-01,None,0
12586,yorkru01,N,1603.0,5891.0,876.0,1621.0,291.0,52.0,277.0,1152.0,38.0,26.0,792.0,867.0,0.0,12.0,25.0,0.0,155.0,209.0,73.0,R,R,1934-08-22,1948-09-20,Baseball Magazine All-Star,5.0
43990,yelicch01,N,1095.0,4140.0,696.0,1207.0,235.0,27.0,160.0,573.0,137.0,29.0,564.0,1021.0,39.0,35.0,3.0,22.0,90.0,195.0,75.0,L,R,2013-07-23,2021-10-02,TSN All-Star,2.0
18148,yeagest01,N,1269.0,3584.0,357.0,816.0,118.0,16.0,102.0,410.0,14.0,18.0,342.0,726.0,64.0,27.0,33.0,28.0,93.0,190.0,72.0,R,R,1972-08-02,1986-08-29,World Series MVP,0
17494,yastrca01,Y,3308.0,11988.0,1816.0,3419.0,646.0,59.0,452.0,1844.0,168.0,116.0,1845.0,1393.0,190.0,40.0,13.0,105.0,323.0,175.0,71.0,L,R,1961-04-11,1983-10-02,Gold Glove,14.0
43948,wyrosjo01,N,1221.0,4240.0,525.0,1149.0,209.0,45.0,58.0,481.0,33.0,13.0,482.0,437.0,0.0,25.0,33.0,4.0,80.0,180.0,74.0,L,R,1942-09-10,1954-09-26,None,2.0
17125,wynnji01,N,1920.0,6653.0,1105.0,1665.0,285.0,39.0,291.0,964.0,225.0,101.0,1224.0,1427.0,84.0,27.0,32.0,74.0,117.0,160.0,70.0,R,R,1963-07-10,1977-09-27,TSN All-Star,3.0
43943,wynegbu01,N,1301.0,4330.0,498.0,1102.0,176.0,15.0,65.0,506.0,10.0,13.0,626.0,428.0,41.0,17.0,58.0,36.0,119.0,190.0,73.0,B,R,1976-04-09,1988-05-24,None,2.0
43929,wrighta01,N,1029.0,3583.0,465.0,1115.0,175.0,55.0,38.0,553.0,32.0,33.0,346.0,155.0,0.0,27.0,25.0,0.0,76.0,180.0,70.0,L,R,1938-04-18,1949-09-16,None,0
8816,wrighgl01,N,1119.0,4153.0,584.0,1219.0,203.0,76.0,94.0,723.0,38.0,13.0,209.0,407.0,0.0,5.0,113.0,0.0,9.0,170.0,71.0,R,R,1924-04-15,1935-06-05,TSN All-Star,0
43903,wrighda03,N,1585.0,5998.0,949.0,1777.0,390.0,26.0,242.0,970.0,196.0,65.0,762.0,1292.0,73.0,45.0,0.0,65.0,152.0,205.0,72.0,R,R,2004-07-21,2018-09-29,Silver Slugger,7.0
43836,woodlge01,N,1796.0,5587.0,830.0,1585.0,257.0,63.0,147.0,830.0,29.0,45.0,921.0,479.0,34.0,28.0,46.0,31.0,110.0,195.0,69.0,L,R,1943-09-23,1962-09-16,None,1.0
43825,woodge01,N,1280.0,5371.0,965.0,1467.0,228.0,132.0,68.0,601.0,113.0,0.0,418.0,547.0,0.0,32.0,0.0,0.0,0.0,175.0,70.0,L,R,1880-05-01,1892-09-29,None,0
43807,wongko01,N,968.0,3142.0,421.0,824.0,156.0,27.0,67.0,331.0,100.0,30.0,264.0,546.0,28.0,84.0,20.0,26.0,42.0,185.0,67.0,L,R,2013-08-16,2021-10-02,Gold Glove,0
22718,womacto01,N,1303.0,4963.0,739.0,1353.0,190.0,59.0,36.0,368.0,363.0,74.0,308.0,649.0,9.0,28.0,57.0,33.0,53.0,160.0,69.0,L,R,1993-09-10,2006-06-24,None,1.0
43801,wolveha01,N,783.0,3001.0,346.0,833.0,95.0,53.0,7.0,352.0,83.0,0.0,166.0,103.0,0.0,48.0,81.0,0.0,0.0,205.0,71.0,B,R,1898-09-25,1912-10-04,None,0
43791,wolfji01,N,1196.0,4959.0,779.0,1439.0,212.0,109.0,18.0,592.0,186.0,0.0,229.0,120.0,0.0,42.0,0.0,0.0,0.0,190.0,69.0,R,R,1882-05-02,1892-08-21,None,0
43773,wohlfji01,N,1220.0,3049.0,349.0,793.0,125.0,33.0,21.0,305.0,89.0,68.0,241.0,376.0,18.0,8.0,38.0,35.0,62.0,175.0,71.0,R,R,1972-09-01,1986-10-05,None,0
9853,wittwh01,N,1139.0,4171.0,632.0,1195.0,144.0,62.0,18.0,302.0,78.0,41.0,489.0,309.0,0.0,7.0,104.0,0.0,0.0,150.0,67.0,L,R,1916-04-12,1926-08-19,None,0
43748,wisesa01,N,1175.0,4715.0,834.0,1281.0,221.0,112.0,48.0,672.0,203.0,0.0,389.0,643.0,0.0,36.0,0.0,0.0,0.0,170.0,70.0,L,R,1881-07-30,1893-09-29,None,0
23833,winnra01,N,1717.0,6186.0,863.0,1759.0,367.0,59.0,110.0,662.0,215.0,84.0,526.0,1010.0,23.0,53.0,58.0,55.0,98.0,175.0,74.0,B,R,1998-05-11,2010-10-03,None,1.0
43720,wingoiv01,N,1327.0,4003.0,362.0,1039.0,147.0,81.0,25.0,455.0,87.0,25.0,264.0,285.0,0.0,10.0,95.0,0.0,0.0,160.0,70.0,L,R,1911-04-20,1929-10-06,Baseball Magazine All-Star,0
20475,winfida01,Y,2973.0,11003.0,1669.0,3110.0,540.0,88.0,465.0,1833.0,223.0,96.0,1216.0,1686.0,172.0,25.0,19.0,95.0,319.0,220.0,78.0,R,R,1973-06-19,1995-10-01,Roberto Clemente Award,12.0
43710,winebo01,N,1164.0,3172.0,249.0,682.0,104.0,16.0,30.0,268.0,7.0,7.0,214.0,538.0,53.0,3.0,63.0,15.0,103.0,187.0,73.0,R,R,1960-09-20,1972-07-08,Gold Glove,0
20430,wilsowi02,N,2154.0,7731.0,1169.0,2207.0,281.0,147.0,41.0,585.0,668.0,134.0,425.0,1144.0,27.0,62.0,64.0,35.0,90.0,190.0,75.0,B,R,1976-09-04,1994-05-16,Silver Slugger,2.0
43683,wilsopr01,N,1108.0,4003.0,573.0,1055.0,221.0,16.0,189.0,668.0,124.0,55.0,350.0,1085.0,15.0,51.0,5.0,27.0,129.0,193.0,74.0,R,R,1998-05-07,2007-05-05,None,1.0
43676,wilsomo01,N,1403.0,5094.0,731.0,1397.0,227.0,71.0,67.0,438.0,327.0,98.0,282.0,866.0,36.0,23.0,22.0,20.0,66.0,170.0,70.0,B,R,1980-09-02,1991-10-06,None,0
7924,wilsoji01,N,1525.0,4778.0,580.0,1358.0,252.0,32.0,32.0,621.0,86.0,9.0,356.0,280.0,0.0,18.0,101.0,0.0,37.0,200.0,73.0,R,R,1923-04-17,1940-09-29,Baseball Magazine All-Star,2.0
43663,wilsoja02,N,1370.0,4890.0,565.0,1294.0,243.0,34.0,61.0,426.0,43.0,32.0,270.0,619.0,25.0,36.0,104.0,39.0,88.0,200.0,72.0,R,R,2001-04-03,2012-07-13,Silver Slugger,1.0
5551,wilsoha01,N,1348.0,4760.0,884.0,1461.0,266.0,67.0,244.0,1063.0,52.0,5.0,674.0,713.0,0.0,20.0,102.0,0.0,15.0,190.0,66.0,R,R,1923-09-29,1934-08-25,TSN All-Star,0
43657,wilsogl01,N,1201.0,4151.0,451.0,1098.0,209.0,26.0,98.0,521.0,27.0,25.0,253.0,672.0,13.0,12.0,8.0,43.0,130.0,190.0,73.0,R,R,1982-04-15,1993-06-14,None,1.0
43643,wilsoda01,N,1299.0,4186.0,441.0,1097.0,211.0,13.0,88.0,519.0,23.0,14.0,280.0,763.0,13.0,24.0,87.0,39.0,109.0,190.0,75.0,R,R,1992-09-07,2005-09-30,None,1.0
43636,wilsoch01,N,1280.0,4624.0,520.0,1246.0,157.0,114.0,59.0,571.0,98.0,15.0,241.0,539.0,0.0,37.0,139.0,0.0,0.0,185.0,74.0,L,R,1908-04-15,1916-10-01,Baseball Magazine All-Star,0
43622,wilmowa01,N,962.0,3988.0,727.0,1100.0,152.0,92.0,58.0,594.0,383.0,0.0,350.0,233.0,0.0,17.0,27.0,0.0,0.0,165.0,69.0,B,R,1888-04-20,1898-06-14,None,0
15600,willsma01,N,1942.0,7588.0,1067.0,2134.0,177.0,71.0,20.0,458.0,586.0,208.0,552.0,684.0,26.0,16.0,119.0,29.0,92.0,170.0,71.0,B,R,1959-06-06,1972-10-04,TSN All-Star,6.0
43616,willsbu01,N,831.0,3030.0,472.0,807.0,128.0,24.0,36.0,302.0,196.0,65.0,310.0,441.0,20.0,17.0,53.0,29.0,53.0,172.0,69.0,B,R,1977-04-07,1982-10-03,None,0
13130,willite01,Y,2292.0,7706.0,1798.0,2654.0,525.0,71.0,521.0,1839.0,24.0,17.0,2021.0,709.0,86.0,39.0,5.0,20.0,197.0,205.0,75.0,L,R,1939-04-20,1960-09-28,TSN All-Star,18.0
2553,willine01,N,1201.0,4553.0,809.0,1159.0,228.0,85.0,64.0,667.0,88.0,0.0,506.0,532.0,0.0,23.0,0.0,0.0,0.0,210.0,71.0,R,R,1878-05-01,1890-09-27,None,0
22064,willima04,N,1866.0,7000.0,997.0,1878.0,338.0,35.0,378.0,1218.0,53.0,35.0,469.0,1363.0,86.0,55.0,9.0,62.0,182.0,205.0,74.0,R,R,1987-04-11,2003-05-31,TSN All-Star,3.0
11412,willike01,N,1397.0,4862.0,860.0,1552.0,285.0,77.0,196.0,913.0,154.0,106.0,566.0,287.0,0.0,28.0,160.0,0.0,0.0,170.0,72.0,L,R,1915-07-14,1929-08-10,None,0
43570,willijo03,N,1147.0,3912.0,564.0,988.0,216.0,15.0,195.0,632.0,35.0,9.0,553.0,1036.0,22.0,112.0,2.0,36.0,87.0,230.0,74.0,R,R,2004-07-06,2014-09-28,Silver Slugger,0
43564,williji01,N,1457.0,5485.0,780.0,1508.0,242.0,138.0,49.0,796.0,151.0,0.0,474.0,531.0,0.0,36.0,121.0,0.0,0.0,175.0,69.0,R,R,1899-04-15,1909-10-03,None,0
43553,willige02,N,1168.0,3059.0,474.0,780.0,183.0,18.0,85.0,365.0,106.0,57.0,180.0,530.0,8.0,31.0,31.0,22.0,60.0,190.0,74.0,R,R,1992-09-15,2005-10-02,None,0
43549,williea02,N,889.0,3058.0,361.0,756.0,115.0,6.0,138.0,457.0,2.0,5.0,298.0,574.0,31.0,32.0,12.0,31.0,103.0,215.0,75.0,R,R,1970-09-13,1977-09-25,Rookie of the Year,0
5786,willicy01,N,2002.0,6780.0,1024.0,1981.0,306.0,74.0,251.0,1005.0,115.0,82.0,690.0,721.0,0.0,86.0,164.0,0.0,0.0,180.0,74.0,L,L,1912-07-18,1930-09-22,Baseball Magazine All-Star,0
16681,willibi01,N,2488.0,9350.0,1410.0,2711.0,434.0,88.0,426.0,1475.0,90.0,49.0,1045.0,1046.0,182.0,43.0,8.0,73.0,200.0,175.0,73.0,L,R,1959-08-06,1976-10-02,TSN Player of the Year,6.0
22691,willibe02,N,2076.0,7869.0,1366.0,2336.0,449.0,55.0,287.0,1257.0,147.0,87.0,1069.0,1212.0,97.0,39.0,12.0,64.0,223.0,180.0,74.0,B,R,1991-07-07,2006-10-01,TSN All-Star,4.0
43499,wilkebr01,N,972.0,3187.0,500.0,788.0,193.0,28.0,122.0,399.0,53.0,43.0,492.0,947.0,30.0,25.0,24.0,25.0,36.0,200.0,72.0,L,L,2001-07-12,2008-09-28,None,0
43477,wiggity01,N,1362.0,4479.0,558.0,1170.0,245.0,14.0,169.0,594.0,42.0,23.0,371.0,891.0,23.0,54.0,6.0,39.0,128.0,215.0,72.0,R,R,2002-05-16,2013-07-05,None,1.0
43473,wietema01,N,1167.0,3994.0,440.0,996.0,190.0,5.0,146.0,550.0,9.0,4.0,368.0,847.0,29.0,21.0,4.0,41.0,102.0,235.0,77.0,B,R,2009-05-29,2020-09-25,Gold Glove,3.0
43449,whittpo01,N,1025.0,3630.0,440.0,978.0,145.0,60.0,23.0,451.0,116.0,53.0,215.0,310.0,0.0,16.0,180.0,0.0,0.0,168.0,68.0,R,R,1912-09-16,1922-04-23,None,0
43448,whitter01,N,1328.0,3774.0,447.0,938.0,176.0,15.0,134.0,534.0,22.0,26.0,436.0,491.0,43.0,4.0,20.0,37.0,97.0,200.0,74.0,L,R,1976-09-12,1991-07-03,TSN All-Star,1.0
43445,whitnpi01,N,1539.0,5765.0,696.0,1701.0,303.0,56.0,93.0,927.0,45.0,0.0,400.0,438.0,0.0,17.0,135.0,0.0,94.0,165.0,70.0,R,R,1928-04-11,1939-09-05,Baseball Magazine All-Star,1.0
43441,whitnar01,N,978.0,3681.0,475.0,820.0,89.0,32.0,6.0,349.0,67.0,0.0,302.0,173.0,0.0,18.0,0.0,0.0,0.0,155.0,68.0,R,R,1880-05-01,1891-08-22,None,0
43423,whitesa02,N,1043.0,3502.0,324.0,916.0,167.0,20.0,66.0,421.0,14.0,15.0,218.0,381.0,27.0,12.0,33.0,23.0,129.0,195.0,75.0,R,R,1951-09-26,1962-08-23,None,0.0
23461,whitero02,N,1474.0,5357.0,756.0,1519.0,296.0,34.0,198.0,768.0,94.0,47.0,360.0,925.0,21.0,88.0,5.0,42.0,143.0,193.0,73.0,R,R,1993-09-01,2007-09-30,None,1.0
17253,whitero01,N,1881.0,6650.0,964.0,1803.0,300.0,51.0,160.0,758.0,233.0,117.0,934.0,708.0,66.0,29.0,53.0,69.0,123.0,160.0,70.0,B,R,1965-09-07,1979-09-27,None,1.0
43414,whitema01,N,940.0,3104.0,465.0,804.0,129.0,20.0,105.0,423.0,78.0,40.0,378.0,712.0,42.0,17.0,5.0,17.0,81.0,210.0,75.0,B,R,1990-07-12,2000-05-11,None,0
19529,whitefr01,N,2324.0,7859.0,912.0,2006.0,407.0,58.0,160.0,886.0,178.0,83.0,412.0,1035.0,27.0,30.0,101.0,65.0,156.0,165.0,71.0,R,R,1973-06-12,1990-09-30,Gold Glove,5.0
21966,whitede03,N,1941.0,7344.0,1125.0,1934.0,378.0,71.0,208.0,846.0,346.0,98.0,541.0,1526.0,32.0,87.0,61.0,47.0,98.0,170.0,73.0,B,R,1985-09-02,2001-10-05,Gold Glove,3.0
3035,whitede01,N,1560.0,6624.0,1140.0,2067.0,270.0,98.0,24.0,988.0,70.0,9.0,308.0,221.0,0.0,41.0,0.0,0.0,8.0,175.0,71.0,L,R,1871-05-04,1890-10-04,None,0
11402,whitebu01,N,924.0,3316.0,415.0,883.0,100.0,31.0,17.0,245.0,51.0,0.0,150.0,138.0,0.0,29.0,67.0,0.0,90.0,160.0,70.0,R,R,1933-04-30,1946-09-29,None,2.0
43383,whitebi03,N,1673.0,5972.0,843.0,1706.0,278.0,65.0,202.0,870.0,103.0,68.0,596.0,927.0,70.0,28.0,39.0,45.0,82.0,185.0,72.0,L,L,1956-05-07,1969-09-24,Gold Glove,6.0
20849,whitalo01,N,2390.0,8570.0,1386.0,2369.0,420.0,65.0,244.0,1084.0,143.0,75.0,1197.0,1099.0,79.0,20.0,89.0,91.0,143.0,160.0,71.0,L,R,1977-09-09,1995-10-01,Silver Slugger,4.0
4451,wheatza01,N,2410.0,9106.0,1289.0,2884.0,476.0,172.0,132.0,1248.0,205.0,49.0,650.0,572.0,0.0,77.0,163.0,0.0,0.0,170.0,70.0,L,R,1909-09-11,1927-09-21,Baseball Magazine All-Star,0
9516,westsa01,N,1753.0,6148.0,934.0,1838.0,347.0,101.0,75.0,838.0,53.0,56.0,696.0,540.0,0.0,5.0,123.0,0.0,6.0,165.0,71.0,L,L,1927-04-17,1942-09-24,Baseball Magazine All-Star,3.0
43320,westlwa01,N,958.0,3117.0,474.0,848.0,107.0,33.0,127.0,539.0,19.0,7.0,317.0,453.0,1.0,33.0,26.0,2.0,98.0,186.0,72.0,R,R,1947-04-15,1956-05-12,None,1.0
14194,wertzvi01,N,1862.0,6099.0,867.0,1692.0,289.0,42.0,266.0,1178.0,9.0,19.0,828.0,842.0,33.0,27.0,24.0,43.0,143.0,186.0,72.0,L,R,1947-04-15,1963-09-19,Baseball Magazine All-Star,3.0
43303,werthja01,N,1583.0,5484.0,883.0,1465.0,300.0,22.0,229.0,799.0,132.0,23.0,764.0,1450.0,32.0,64.0,4.0,50.0,99.0,235.0,77.0,R,R,2002-09-01,2017-10-01,None,1.0
43301,wertdo01,N,1110.0,3840.0,417.0,929.0,129.0,15.0,77.0,366.0,22.0,24.0,389.0,529.0,37.0,31.0,56.0,30.0,109.0,162.0,70.0,R,R,1963-05-11,1971-06-11,None,1.0
9852,werbebi01,N,1295.0,5024.0,875.0,1363.0,271.0,50.0,78.0,539.0,215.0,68.0,701.0,363.0,0.0,32.0,88.0,0.0,39.0,170.0,70.0,R,R,1930-06-25,1942-09-05,Baseball Magazine All-Star,0
43279,wellsve01,N,1731.0,6642.0,930.0,1794.0,379.0,34.0,270.0,958.0,109.0,37.0,472.0,956.0,24.0,31.0,2.0,65.0,168.0,230.0,73.0,R,R,1999-08-30,2013-09-29,Branch Rickey Award,3.0
43243,welchcu01,N,1107.0,4385.0,915.0,1152.0,215.0,66.0,16.0,503.0,453.0,0.0,381.0,151.0,0.0,173.0,0.0,0.0,0.0,175.0,70.0,R,R,1884-05-01,1893-05-23,None,0
21725,weisswa01,N,1495.0,4686.0,623.0,1207.0,182.0,31.0,25.0,386.0,96.0,35.0,658.0,658.0,38.0,40.0,89.0,42.0,75.0,175.0,72.0,B,R,1987-07-12,2000-10-01,Rookie of the Year,1.0
43214,weeksri01,N,1324.0,4417.0,733.0,1087.0,219.0,33.0,161.0,474.0,132.0,32.0,533.0,1230.0,13.0,134.0,9.0,19.0,77.0,210.0,72.0,R,R,2003-09-15,2017-06-06,None,1.0
43206,webstmi01,N,1265.0,3419.0,504.0,900.0,150.0,55.0,70.0,342.0,160.0,73.0,325.0,578.0,28.0,28.0,47.0,30.0,42.0,185.0,72.0,B,L,1983-09-02,1995-10-01,None,0
43169,weavefa01,N,751.0,3073.0,421.0,853.0,114.0,38.0,9.0,342.0,162.0,0.0,185.0,92.0,0.0,54.0,12.0,0.0,0.0,170.0,70.0,B,,1888-09-16,1894-09-29,None,0
43167,weavebu01,N,1254.0,4809.0,623.0,1308.0,198.0,69.0,21.0,421.0,172.0,70.0,183.0,303.0,0.0,58.0,242.0,0.0,0.0,170.0,71.0,B,R,1912-04-11,1920-09-27,Baseball Magazine All-Star,0
17869,watsobo01,N,1832.0,6185.0,802.0,1826.0,307.0,41.0,184.0,989.0,27.0,28.0,653.0,796.0,98.0,48.0,11.0,65.0,173.0,201.0,72.0,R,R,1966-09-09,1984-09-30,None,2.0
43133,watkige01,N,894.0,3207.0,490.0,925.0,192.0,42.0,73.0,420.0,61.0,0.0,246.0,382.0,0.0,44.0,29.0,0.0,19.0,175.0,72.0,L,R,1930-04-15,1936-09-27,None,0
19538,washicl01,N,1912.0,6787.0,926.0,1884.0,334.0,69.0,164.0,824.0,312.0,134.0,468.0,1266.0,77.0,36.0,25.0,51.0,140.0,190.0,72.0,L,L,1974-07-05,1990-06-18,None,2.0
43100,warstra01,N,1205.0,4088.0,431.0,935.0,133.0,36.0,11.0,332.0,42.0,22.0,405.0,414.0,0.0,11.0,107.0,0.0,47.0,150.0,67.0,R,R,1930-07-24,1940-09-29,None,0
43091,warnejo01,N,1074.0,3497.0,348.0,870.0,81.0,35.0,6.0,302.0,83.0,0.0,181.0,248.0,0.0,91.0,58.0,0.0,0.0,165.0,71.0,L,R,1895-04-23,1908-09-30,None,0
43075,wardpe01,N,973.0,3060.0,345.0,776.0,136.0,17.0,98.0,427.0,20.0,17.0,371.0,539.0,41.0,40.0,12.0,28.0,39.0,185.0,73.0,L,R,1962-09-21,1970-09-25,None,0
2544,wardjo01,N,1827.0,7656.0,1410.0,2107.0,231.0,96.0,26.0,869.0,540.0,0.0,421.0,326.0,0.0,17.0,20.0,0.0,0.0,165.0,69.0,L,R,1878-07-15,1894-09-29,None,0
43066,wardga01,N,1287.0,4479.0,594.0,1236.0,196.0,41.0,130.0,597.0,83.0,30.0,351.0,775.0,28.0,13.0,14.0,35.0,152.0,195.0,74.0,R,R,1979-09-03,1990-10-03,None,2.0
43056,wardaa01,N,1059.0,3611.0,457.0,966.0,158.0,54.0,50.0,447.0,36.0,38.0,339.0,457.0,0.0,25.0,152.0,0.0,0.0,160.0,70.0,R,R,1917-08-14,1928-06-07,None,0
7571,wanerpa01,N,2549.0,9459.0,1627.0,3152.0,605.0,191.0,113.0,1309.0,104.0,0.0,1091.0,376.0,0.0,38.0,174.0,0.0,127.0,153.0,68.0,L,L,1926-04-13,1945-04-26,TSN All-Star,4.0
9626,wanerll01,N,1993.0,7772.0,1201.0,2459.0,281.0,118.0,27.0,598.0,67.0,0.0,420.0,173.0,0.0,26.0,108.0,0.0,57.0,150.0,69.0,L,R,1927-04-12,1945-09-16,Baseball Magazine All-Star,0.0
5986,wambsbi01,N,1491.0,5237.0,710.0,1359.0,215.0,59.0,7.0,520.0,140.0,74.0,490.0,357.0,0.0,47.0,323.0,0.0,0.0,175.0,71.0,R,R,1914-08-04,1926-09-27,None,0
21290,wallati01,N,2212.0,8099.0,908.0,2085.0,432.0,36.0,260.0,1125.0,51.0,66.0,649.0,1307.0,89.0,77.0,6.0,77.0,192.0,220.0,75.0,R,R,1980-09-06,1996-09-29,Gold Glove,5.0
3032,wallabo01,N,2383.0,8618.0,1057.0,2309.0,391.0,143.0,34.0,1121.0,201.0,2.0,774.0,496.0,0.0,47.0,173.0,0.0,0.0,170.0,68.0,R,R,1894-09-15,1918-09-02,Baseball Magazine All-Star,0
23464,walketo04,N,1288.0,4554.0,647.0,1316.0,284.0,30.0,107.0,545.0,66.0,37.0,421.0,571.0,34.0,16.0,18.0,46.0,102.0,180.0,72.0,L,R,1996-08-30,2007-05-10,None,0
42980,walketi01,N,1421.0,5067.0,696.0,1423.0,244.0,71.0,118.0,679.0,129.0,47.0,416.0,504.0,0.0,31.0,154.0,0.0,0.0,165.0,71.0,R,R,1911-06-10,1923-10-06,None,0
42973,walkene01,N,1306.0,4583.0,611.0,1224.0,238.0,22.0,149.0,609.0,32.0,22.0,460.0,931.0,27.0,55.0,10.0,44.0,97.0,214.0,74.0,B,R,2009-09-01,2020-09-08,Silver Slugger,0
22561,walkela01,N,1988.0,6907.0,1355.0,2160.0,471.0,62.0,383.0,1311.0,230.0,76.0,913.0,1231.0,117.0,138.0,7.0,65.0,153.0,185.0,74.0,L,R,1989-08-16,2005-10-02,Gold Glove,5.0
